ID method mode dataset model summarization include_ranking include_examples parameters llm
389 kelpie++ necessary DB50K ConvE simulation 1 0 70 Llama-3.1
390 kelpie++ necessary DB50K ConvE bisimulation 1 0 70 Llama-3.1
391 kelpie++ necessary DB50K ConvE simulation 1 1 70 Llama-3.1
392 kelpie++ necessary DB50K ConvE bisimulation 1 1 70 Llama-3.1
393 kelpie++ necessary DB50K ComplEx simulation 0 0 70 Llama-3.1
394 kelpie++ necessary DB50K ComplEx bisimulation 0 0 70 Llama-3.1
395 kelpie++ necessary DB50K ComplEx simulation 0 1 70 Llama-3.1
396 kelpie++ necessary DB50K ComplEx bisimulation 0 1 70 Llama-3.1
397 kelpie++ necessary DB50K ComplEx simulation 1 0 70 Llama-3.1
398 kelpie++ necessary DB50K ComplEx bisimulation 1 0 70 Llama-3.1
399 kelpie++ necessary DB50K ComplEx simulation 1 1 70 Llama-3.1
400 kelpie++ necessary DB50K ComplEx bisimulation 1 1 70 Llama-3.1
401 kelpie++ necessary DB50K TransE simulation 0 0 70 Llama-3.1
402 kelpie++ necessary DB50K TransE bisimulation 0 0 70 Llama-3.1
403 kelpie++ necessary DB50K TransE simulation 0 1 70 Llama-3.1
404 kelpie++ necessary DB50K TransE bisimulation 0 1 70 Llama-3.1
405 kelpie++ necessary DB50K TransE simulation 1 0 70 Llama-3.1
406 kelpie++ necessary DB50K TransE bisimulation 1 0 70 Llama-3.1
407 kelpie++ necessary DB50K TransE simulation 1 1 70 Llama-3.1
408 kelpie++ necessary DB50K TransE bisimulation 1 1 70 Llama-3.1
409 kelpie++ necessary DB100K ConvE simulation 0 0 70 Llama-3.1
410 kelpie++ necessary DB100K ConvE bisimulation 0 0 70 Llama-3.1
411 kelpie++ necessary DB100K ConvE simulation 0 1 70 Llama-3.1
412 kelpie++ necessary DB100K ConvE bisimulation 0 1 70 Llama-3.1
413 kelpie++ necessary DB100K ConvE simulation 1 0 70 Llama-3.1
414 kelpie++ necessary DB100K ConvE bisimulation 1 0 70 Llama-3.1
415 kelpie++ necessary DB100K ConvE simulation 1 1 70 Llama-3.1
416 kelpie++ necessary DB100K ConvE bisimulation 1 1 70 Llama-3.1
417 kelpie++ necessary DB100K ComplEx simulation 0 0 70 Llama-3.1
418 kelpie++ necessary DB100K ComplEx bisimulation 0 0 70 Llama-3.1
419 kelpie++ necessary DB100K ComplEx simulation 0 1 70 Llama-3.1
420 kelpie++ necessary DB100K ComplEx bisimulation 0 1 70 Llama-3.1
421 kelpie++ necessary DB100K ComplEx simulation 1 0 70 Llama-3.1
422 kelpie++ necessary DB100K ComplEx bisimulation 1 0 70 Llama-3.1
423 kelpie++ necessary DB100K ComplEx simulation 1 1 70 Llama-3.1
424 kelpie++ necessary DB100K ComplEx bisimulation 1 1 70 Llama-3.1
425 kelpie++ necessary DB100K TransE simulation 0 0 70 Llama-3.1
426 kelpie++ necessary DB100K TransE bisimulation 0 0 70 Llama-3.1
427 kelpie++ necessary DB100K TransE simulation 0 1 70 Llama-3.1
428 kelpie++ necessary DB100K TransE bisimulation 0 1 70 Llama-3.1
429 kelpie++ necessary DB100K TransE simulation 1 0 70 Llama-3.1
430 kelpie++ necessary DB100K TransE bisimulation 1 0 70 Llama-3.1
431 kelpie++ necessary DB100K TransE simulation 1 1 70 Llama-3.1
432 kelpie++ necessary DB100K TransE bisimulation 1 1 70 Llama-3.1
433 kelpie++ necessary YAGO4-20 ConvE simulation 0 0 70 Llama-3.1
434 kelpie++ necessary YAGO4-20 ConvE bisimulation 0 0 70 Llama-3.1
435 kelpie++ necessary YAGO4-20 ConvE simulation 0 1 70 Llama-3.1
436 kelpie++ necessary YAGO4-20 ConvE bisimulation 0 1 70 Llama-3.1
437 kelpie++ necessary YAGO4-20 ConvE simulation 1 0 70 Llama-3.1
438 kelpie++ necessary YAGO4-20 ConvE bisimulation 1 0 70 Llama-3.1
439 kelpie++ necessary YAGO4-20 ConvE simulation 1 1 70 Llama-3.1
440 kelpie++ necessary YAGO4-20 ConvE bisimulation 1 1 70 Llama-3.1
441 kelpie++ necessary YAGO4-20 ComplEx simulation 0 0 70 Llama-3.1
442 kelpie++ necessary YAGO4-20 ComplEx bisimulation 0 0 70 Llama-3.1
443 kelpie++ necessary YAGO4-20 ComplEx simulation 0 1 70 Llama-3.1
444 kelpie++ necessary YAGO4-20 ComplEx bisimulation 0 1 70 Llama-3.1
445 kelpie++ necessary YAGO4-20 ComplEx simulation 1 0 70 Llama-3.1
446 kelpie++ necessary YAGO4-20 ComplEx bisimulation 1 0 70 Llama-3.1
447 kelpie++ necessary YAGO4-20 ComplEx simulation 1 1 70 Llama-3.1
448 kelpie++ necessary YAGO4-20 ComplEx bisimulation 1 1 70 Llama-3.1
449 kelpie++ necessary YAGO4-20 TransE simulation 0 0 70 Llama-3.1
450 kelpie++ necessary YAGO4-20 TransE bisimulation 0 0 70 Llama-3.1
451 kelpie++ necessary YAGO4-20 TransE simulation 0 1 70 Llama-3.1
452 kelpie++ necessary YAGO4-20 TransE bisimulation 0 1 70 Llama-3.1
453 kelpie++ necessary YAGO4-20 TransE simulation 1 0 70 Llama-3.1
454 kelpie++ necessary YAGO4-20 TransE bisimulation 1 0 70 Llama-3.1
455 kelpie++ necessary YAGO4-20 TransE simulation 1 1 70 Llama-3.1
456 kelpie++ necessary YAGO4-20 TransE bisimulation 1 1 70 Llama-3.1
457 kelpie++ sufficient DB50K ConvE simulation 0 0 70 Llama-3.1
458 kelpie++ sufficient DB50K ConvE bisimulation 0 0 70 Llama-3.1
459 kelpie++ sufficient DB50K ConvE simulation 0 1 70 Llama-3.1
460 kelpie++ sufficient DB50K ConvE bisimulation 0 1 70 Llama-3.1
461 kelpie++ sufficient DB50K ConvE simulation 1 0 70 Llama-3.1
462 kelpie++ sufficient DB50K ConvE bisimulation 1 0 70 Llama-3.1
463 kelpie++ sufficient DB50K ConvE simulation 1 1 70 Llama-3.1
464 kelpie++ sufficient DB50K ConvE bisimulation 1 1 70 Llama-3.1
465 kelpie++ sufficient DB50K ComplEx simulation 0 0 70 Llama-3.1
466 kelpie++ sufficient DB50K ComplEx bisimulation 0 0 70 Llama-3.1
467 kelpie++ sufficient DB50K ComplEx simulation 0 1 70 Llama-3.1
468 kelpie++ sufficient DB50K ComplEx bisimulation 0 1 70 Llama-3.1
469 kelpie++ sufficient DB50K ComplEx simulation 1 0 70 Llama-3.1
470 kelpie++ sufficient DB50K ComplEx bisimulation 1 0 70 Llama-3.1
471 kelpie++ sufficient DB50K ComplEx simulation 1 1 70 Llama-3.1
472 kelpie++ sufficient DB50K ComplEx bisimulation 1 1 70 Llama-3.1
473 kelpie++ sufficient DB50K TransE simulation 0 0 70 Llama-3.1
474 kelpie++ sufficient DB50K TransE bisimulation 0 0 70 Llama-3.1
475 kelpie++ sufficient DB50K TransE simulation 0 1 70 Llama-3.1
476 kelpie++ sufficient DB50K TransE bisimulation 0 1 70 Llama-3.1
477 kelpie++ sufficient DB50K TransE simulation 1 0 70 Llama-3.1
478 kelpie++ sufficient DB50K TransE bisimulation 1 0 70 Llama-3.1
479 kelpie++ sufficient DB50K TransE simulation 1 1 70 Llama-3.1
480 kelpie++ sufficient DB50K TransE bisimulation 1 1 70 Llama-3.1
481 kelpie++ sufficient DB100K ConvE simulation 0 0 70 Llama-3.1
482 kelpie++ sufficient DB100K ConvE bisimulation 0 0 70 Llama-3.1
483 kelpie++ sufficient DB100K ConvE simulation 0 1 70 Llama-3.1
484 kelpie++ sufficient DB100K ConvE bisimulation 0 1 70 Llama-3.1
485 kelpie++ sufficient DB100K ConvE simulation 1 0 70 Llama-3.1
486 kelpie++ sufficient DB100K ConvE bisimulation 1 0 70 Llama-3.1
487 kelpie++ sufficient DB100K ConvE simulation 1 1 70 Llama-3.1
488 kelpie++ sufficient DB100K ConvE bisimulation 1 1 70 Llama-3.1
489 kelpie++ sufficient DB100K ComplEx simulation 0 0 70 Llama-3.1
490 kelpie++ sufficient DB100K ComplEx bisimulation 0 0 70 Llama-3.1
491 kelpie++ sufficient DB100K ComplEx simulation 0 1 70 Llama-3.1
492 kelpie++ sufficient DB100K ComplEx bisimulation 0 1 70 Llama-3.1
493 kelpie++ sufficient DB100K ComplEx simulation 1 0 70 Llama-3.1
494 kelpie++ sufficient DB100K ComplEx bisimulation 1 0 70 Llama-3.1
495 kelpie++ sufficient DB100K ComplEx simulation 1 1 70 Llama-3.1
496 kelpie++ sufficient DB100K ComplEx bisimulation 1 1 70 Llama-3.1
497 kelpie++ sufficient DB100K TransE simulation 0 0 70 Llama-3.1
498 kelpie++ sufficient DB100K TransE bisimulation 0 0 70 Llama-3.1
499 kelpie++ sufficient DB100K TransE simulation 0 1 70 Llama-3.1
500 kelpie++ sufficient DB100K TransE bisimulation 0 1 70 Llama-3.1
501 kelpie++ sufficient DB100K TransE simulation 1 0 70 Llama-3.1
502 kelpie++ sufficient DB100K TransE bisimulation 1 0 70 Llama-3.1
503 kelpie++ sufficient DB100K TransE simulation 1 1 70 Llama-3.1
504 kelpie++ sufficient DB100K TransE bisimulation 1 1 70 Llama-3.1
505 kelpie++ sufficient YAGO4-20 ConvE simulation 0 0 70 Llama-3.1
506 kelpie++ sufficient YAGO4-20 ConvE bisimulation 0 0 70 Llama-3.1
507 kelpie++ sufficient YAGO4-20 ConvE simulation 0 1 70 Llama-3.1
508 kelpie++ sufficient YAGO4-20 ConvE bisimulation 0 1 70 Llama-3.1
509 kelpie++ sufficient YAGO4-20 ConvE simulation 1 0 70 Llama-3.1
510 kelpie++ sufficient YAGO4-20 ConvE bisimulation 1 0 70 Llama-3.1
511 kelpie++ sufficient YAGO4-20 ConvE simulation 1 1 70 Llama-3.1
512 kelpie++ sufficient YAGO4-20 ConvE bisimulation 1 1 70 Llama-3.1
513 kelpie++ sufficient YAGO4-20 ComplEx simulation 0 0 70 Llama-3.1
514 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 0 0 70 Llama-3.1
515 kelpie++ sufficient YAGO4-20 ComplEx simulation 0 1 70 Llama-3.1
516 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 0 1 70 Llama-3.1
517 kelpie++ sufficient YAGO4-20 ComplEx simulation 1 0 70 Llama-3.1
518 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 1 0 70 Llama-3.1
519 kelpie++ sufficient YAGO4-20 ComplEx simulation 1 1 70 Llama-3.1
520 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 1 1 70 Llama-3.1
521 kelpie++ sufficient YAGO4-20 TransE simulation 0 0 70 Llama-3.1
522 kelpie++ sufficient YAGO4-20 TransE bisimulation 0 0 70 Llama-3.1
523 kelpie++ sufficient YAGO4-20 TransE simulation 0 1 70 Llama-3.1
524 kelpie++ sufficient YAGO4-20 TransE bisimulation 0 1 70 Llama-3.1
525 kelpie++ sufficient YAGO4-20 TransE simulation 1 0 70 Llama-3.1
526 kelpie++ sufficient YAGO4-20 TransE bisimulation 1 0 70 Llama-3.1
527 kelpie++ sufficient YAGO4-20 TransE simulation 1 1 70 Llama-3.1
528 kelpie++ sufficient YAGO4-20 TransE bisimulation 1 1 70 Llama-3.1
529 GEnI None FB15k-237 TransE None 0 0 70 Llama-3.1
530 GEnI None FB15k-237 TransE None 0 1 70 Llama-3.1
531 GEnI None FB15k-237 TransE None 1 0 70 Llama-3.1
532 GEnI None FB15k-237 TransE None 1 1 70 Llama-3.1
533 GEnI None FB15k-237 ComplEx None 0 0 70 Llama-3.1
534 GEnI None FB15k-237 ComplEx None 0 1 70 Llama-3.1
535 GEnI None FB15k-237 ComplEx None 1 0 70 Llama-3.1
536 GEnI None FB15k-237 ComplEx None 1 1 70 Llama-3.1
537 GEnI None WN18RR TransE None 0 0 70 Llama-3.1
538 GEnI None WN18RR TransE None 0 1 70 Llama-3.1
539 GEnI None WN18RR TransE None 1 0 70 Llama-3.1
540 GEnI None WN18RR TransE None 1 1 70 Llama-3.1
541 GEnI None WN18RR ComplEx None 0 0 70 Llama-3.1
542 GEnI None WN18RR ComplEx None 0 1 70 Llama-3.1
543 GEnI None WN18RR ComplEx None 1 0 70 Llama-3.1
544 GEnI None WN18RR ComplEx None 1 1 70 Llama-3.1
545 GEnI None YAGO3-10 TransE None 0 0 70 Llama-3.1
546 GEnI None YAGO3-10 TransE None 0 1 70 Llama-3.1
547 GEnI None YAGO3-10 TransE None 1 0 70 Llama-3.1
548 GEnI None YAGO3-10 TransE None 1 1 70 Llama-3.1
549 GEnI None YAGO3-10 ComplEx None 0 0 70 Llama-3.1
550 GEnI None YAGO3-10 ComplEx None 0 1 70 Llama-3.1
551 GEnI None YAGO3-10 ComplEx None 1 0 70 Llama-3.1
552 GEnI None YAGO3-10 ComplEx None 1 1 70 Llama-3.1
553 GEnI None DB50K TransE None 0 0 70 Llama-3.1
554 GEnI None DB50K TransE None 0 1 70 Llama-3.1
555 GEnI None DB50K TransE None 1 0 70 Llama-3.1
556 GEnI None DB50K TransE None 1 1 70 Llama-3.1
557 GEnI None DB50K ComplEx None 0 0 70 Llama-3.1
558 GEnI None DB50K ComplEx None 0 1 70 Llama-3.1
559 GEnI None DB50K ComplEx None 1 0 70 Llama-3.1
560 GEnI None DB50K ComplEx None 1 1 70 Llama-3.1
561 GEnI None DB100K TransE None 0 0 70 Llama-3.1
562 GEnI None DB100K TransE None 0 1 70 Llama-3.1
563 GEnI None DB100K TransE None 1 0 70 Llama-3.1
564 GEnI None DB100K TransE None 1 1 70 Llama-3.1
565 GEnI None DB100K ComplEx None 0 0 70 Llama-3.1
566 GEnI None DB100K ComplEx None 0 1 70 Llama-3.1
567 GEnI None DB100K ComplEx None 1 0 70 Llama-3.1
568 GEnI None DB100K ComplEx None 1 1 70 Llama-3.1
569 GEnI None YAGO4-20 TransE None 0 0 70 Llama-3.1
570 GEnI None YAGO4-20 TransE None 0 1 70 Llama-3.1
571 GEnI None YAGO4-20 TransE None 1 0 70 Llama-3.1
572 GEnI None YAGO4-20 TransE None 1 1 70 Llama-3.1
573 GEnI None YAGO4-20 ComplEx None 0 0 70 Llama-3.1
574 GEnI None YAGO4-20 ComplEx None 0 1 70 Llama-3.1
575 GEnI None YAGO4-20 ComplEx None 1 0 70 Llama-3.1
576 GEnI None YAGO4-20 ComplEx None 1 1 70 Llama-3.1
577 criage necessary DB50K ConvE None 0 0 8 Llama-3.1
578 criage necessary DB50K ConvE None 0 1 8 Llama-3.1
579 criage necessary DB50K ConvE None 1 0 8 Llama-3.1
580 criage necessary DB50K ConvE None 1 1 8 Llama-3.1
581 criage necessary DB50K ComplEx None 0 0 8 Llama-3.1
582 criage necessary DB50K ComplEx None 0 1 8 Llama-3.1
583 criage necessary DB50K ComplEx None 1 0 8 Llama-3.1
584 criage necessary DB50K ComplEx None 1 1 8 Llama-3.1
585 criage necessary DB100K ConvE None 0 0 8 Llama-3.1
586 criage necessary DB100K ConvE None 0 1 8 Llama-3.1
587 criage necessary DB100K ConvE None 1 0 8 Llama-3.1
588 criage necessary DB100K ConvE None 1 1 8 Llama-3.1
589 criage necessary DB100K ComplEx None 0 0 8 Llama-3.1
590 criage necessary DB100K ComplEx None 0 1 8 Llama-3.1
591 criage necessary DB100K ComplEx None 1 0 8 Llama-3.1
592 criage necessary DB100K ComplEx None 1 1 8 Llama-3.1
593 criage necessary YAGO4-20 ConvE None 0 0 8 Llama-3.1
594 criage necessary YAGO4-20 ConvE None 0 1 8 Llama-3.1
595 criage necessary YAGO4-20 ConvE None 1 0 8 Llama-3.1
596 criage necessary YAGO4-20 ConvE None 1 1 8 Llama-3.1
597 criage necessary YAGO4-20 ComplEx None 0 0 8 Llama-3.1
598 criage necessary YAGO4-20 ComplEx None 0 1 8 Llama-3.1
599 criage necessary YAGO4-20 ComplEx None 1 0 8 Llama-3.1
600 criage necessary YAGO4-20 ComplEx None 1 1 8 Llama-3.1
601 criage necessary FB15k-237 ConvE None 0 0 8 Llama-3.1
602 criage necessary FB15k-237 ConvE None 0 1 8 Llama-3.1
603 criage necessary FB15k-237 ConvE None 1 0 8 Llama-3.1
604 criage necessary FB15k-237 ConvE None 1 1 8 Llama-3.1
605 criage necessary FB15k-237 ComplEx None 0 0 8 Llama-3.1
606 criage necessary FB15k-237 ComplEx None 0 1 8 Llama-3.1
607 criage necessary FB15k-237 ComplEx None 1 0 8 Llama-3.1
608 criage necessary FB15k-237 ComplEx None 1 1 8 Llama-3.1
609 criage necessary WN18RR ConvE None 0 0 8 Llama-3.1
610 criage necessary WN18RR ConvE None 0 1 8 Llama-3.1
611 criage necessary WN18RR ConvE None 1 0 8 Llama-3.1
612 criage necessary WN18RR ConvE None 1 1 8 Llama-3.1
613 criage necessary WN18RR ComplEx None 0 0 8 Llama-3.1
614 criage necessary WN18RR ComplEx None 0 1 8 Llama-3.1
615 criage necessary WN18RR ComplEx None 1 0 8 Llama-3.1
616 criage necessary WN18RR ComplEx None 1 1 8 Llama-3.1
617 criage necessary YAGO3-10 ConvE None 0 0 8 Llama-3.1
618 criage necessary YAGO3-10 ConvE None 0 1 8 Llama-3.1
619 criage necessary YAGO3-10 ConvE None 1 0 8 Llama-3.1
620 criage necessary YAGO3-10 ConvE None 1 1 8 Llama-3.1
621 criage necessary YAGO3-10 ComplEx None 0 0 8 Llama-3.1
622 criage necessary YAGO3-10 ComplEx None 0 1 8 Llama-3.1
623 criage necessary YAGO3-10 ComplEx None 1 0 8 Llama-3.1
624 criage necessary YAGO3-10 ComplEx None 1 1 8 Llama-3.1
625 criage sufficient DB50K ConvE None 0 0 8 Llama-3.1
626 criage sufficient DB50K ConvE None 0 1 8 Llama-3.1
627 criage sufficient DB50K ConvE None 1 0 8 Llama-3.1
628 criage sufficient DB50K ConvE None 1 1 8 Llama-3.1
629 criage sufficient DB50K ComplEx None 0 0 8 Llama-3.1
630 criage sufficient DB50K ComplEx None 0 1 8 Llama-3.1
631 criage sufficient DB50K ComplEx None 1 0 8 Llama-3.1
632 criage sufficient DB50K ComplEx None 1 1 8 Llama-3.1
633 criage sufficient DB100K ConvE None 0 0 8 Llama-3.1
634 criage sufficient DB100K ConvE None 0 1 8 Llama-3.1
635 criage sufficient DB100K ConvE None 1 0 8 Llama-3.1
636 criage sufficient DB100K ConvE None 1 1 8 Llama-3.1
637 criage sufficient DB100K ComplEx None 0 0 8 Llama-3.1
638 criage sufficient DB100K ComplEx None 0 1 8 Llama-3.1
639 criage sufficient DB100K ComplEx None 1 0 8 Llama-3.1
640 criage sufficient DB100K ComplEx None 1 1 8 Llama-3.1
641 criage sufficient YAGO4-20 ConvE None 0 0 8 Llama-3.1
642 criage sufficient YAGO4-20 ConvE None 0 1 8 Llama-3.1
643 criage sufficient YAGO4-20 ConvE None 1 0 8 Llama-3.1
644 criage sufficient YAGO4-20 ConvE None 1 1 8 Llama-3.1
645 criage sufficient YAGO4-20 ComplEx None 0 0 8 Llama-3.1
646 criage sufficient YAGO4-20 ComplEx None 0 1 8 Llama-3.1
647 criage sufficient YAGO4-20 ComplEx None 1 0 8 Llama-3.1
648 criage sufficient YAGO4-20 ComplEx None 1 1 8 Llama-3.1
649 criage sufficient FB15k-237 ConvE None 0 0 8 Llama-3.1
650 criage sufficient FB15k-237 ConvE None 0 1 8 Llama-3.1
651 criage sufficient FB15k-237 ConvE None 1 0 8 Llama-3.1
652 criage sufficient FB15k-237 ConvE None 1 1 8 Llama-3.1
653 criage sufficient FB15k-237 ComplEx None 0 0 8 Llama-3.1
654 criage sufficient FB15k-237 ComplEx None 0 1 8 Llama-3.1
655 criage sufficient FB15k-237 ComplEx None 1 0 8 Llama-3.1
656 criage sufficient FB15k-237 ComplEx None 1 1 8 Llama-3.1
657 criage sufficient WN18RR ConvE None 0 0 8 Llama-3.1
658 criage sufficient WN18RR ConvE None 0 1 8 Llama-3.1
659 criage sufficient WN18RR ConvE None 1 0 8 Llama-3.1
660 criage sufficient WN18RR ConvE None 1 1 8 Llama-3.1
661 criage sufficient WN18RR ComplEx None 0 0 8 Llama-3.1
662 criage sufficient WN18RR ComplEx None 0 1 8 Llama-3.1
663 criage sufficient WN18RR ComplEx None 1 0 8 Llama-3.1
664 criage sufficient WN18RR ComplEx None 1 1 8 Llama-3.1
665 criage sufficient YAGO3-10 ConvE None 0 0 8 Llama-3.1
666 criage sufficient YAGO3-10 ConvE None 0 1 8 Llama-3.1
667 criage sufficient YAGO3-10 ConvE None 1 0 8 Llama-3.1
668 criage sufficient YAGO3-10 ConvE None 1 1 8 Llama-3.1
669 criage sufficient YAGO3-10 ComplEx None 0 0 8 Llama-3.1
670 criage sufficient YAGO3-10 ComplEx None 0 1 8 Llama-3.1
671 criage sufficient YAGO3-10 ComplEx None 1 0 8 Llama-3.1
672 criage sufficient YAGO3-10 ComplEx None 1 1 8 Llama-3.1
673 data-poisoning necessary DB50K ConvE None 0 0 8 Llama-3.1
674 data-poisoning necessary DB50K ConvE None 0 1 8 Llama-3.1
675 data-poisoning necessary DB50K ConvE None 1 0 8 Llama-3.1
676 data-poisoning necessary DB50K ConvE None 1 1 8 Llama-3.1
677 data-poisoning necessary DB50K ComplEx None 0 0 8 Llama-3.1
678 data-poisoning necessary DB50K ComplEx None 0 1 8 Llama-3.1
679 data-poisoning necessary DB50K ComplEx None 1 0 8 Llama-3.1
680 data-poisoning necessary DB50K ComplEx None 1 1 8 Llama-3.1
681 data-poisoning necessary DB50K TransE None 0 0 8 Llama-3.1
682 data-poisoning necessary DB50K TransE None 0 1 8 Llama-3.1
683 data-poisoning necessary DB50K TransE None 1 0 8 Llama-3.1
684 data-poisoning necessary DB50K TransE None 1 1 8 Llama-3.1
685 data-poisoning necessary DB100K ConvE None 0 0 8 Llama-3.1
686 data-poisoning necessary DB100K ConvE None 0 1 8 Llama-3.1
687 data-poisoning necessary DB100K ConvE None 1 0 8 Llama-3.1
688 data-poisoning necessary DB100K ConvE None 1 1 8 Llama-3.1
689 data-poisoning necessary DB100K ComplEx None 0 0 8 Llama-3.1
690 data-poisoning necessary DB100K ComplEx None 0 1 8 Llama-3.1
691 data-poisoning necessary DB100K ComplEx None 1 0 8 Llama-3.1
692 data-poisoning necessary DB100K ComplEx None 1 1 8 Llama-3.1
693 data-poisoning necessary DB100K TransE None 0 0 8 Llama-3.1
694 data-poisoning necessary DB100K TransE None 0 1 8 Llama-3.1
695 data-poisoning necessary DB100K TransE None 1 0 8 Llama-3.1
696 data-poisoning necessary DB100K TransE None 1 1 8 Llama-3.1
697 data-poisoning necessary YAGO4-20 ConvE None 0 0 8 Llama-3.1
698 data-poisoning necessary YAGO4-20 ConvE None 0 1 8 Llama-3.1
699 data-poisoning necessary YAGO4-20 ConvE None 1 0 8 Llama-3.1
700 data-poisoning necessary YAGO4-20 ConvE None 1 1 8 Llama-3.1
701 data-poisoning necessary YAGO4-20 ComplEx None 0 0 8 Llama-3.1
702 data-poisoning necessary YAGO4-20 ComplEx None 0 1 8 Llama-3.1
703 data-poisoning necessary YAGO4-20 ComplEx None 1 0 8 Llama-3.1
704 data-poisoning necessary YAGO4-20 ComplEx None 1 1 8 Llama-3.1
705 data-poisoning necessary YAGO4-20 TransE None 0 0 8 Llama-3.1
706 data-poisoning necessary YAGO4-20 TransE None 0 1 8 Llama-3.1
707 data-poisoning necessary YAGO4-20 TransE None 1 0 8 Llama-3.1
708 data-poisoning necessary YAGO4-20 TransE None 1 1 8 Llama-3.1
709 data-poisoning necessary FB15k-237 ConvE None 0 0 8 Llama-3.1
710 data-poisoning necessary FB15k-237 ConvE None 0 1 8 Llama-3.1
711 data-poisoning necessary FB15k-237 ConvE None 1 0 8 Llama-3.1
712 data-poisoning necessary FB15k-237 ConvE None 1 1 8 Llama-3.1
713 data-poisoning necessary FB15k-237 ComplEx None 0 0 8 Llama-3.1
714 data-poisoning necessary FB15k-237 ComplEx None 0 1 8 Llama-3.1
715 data-poisoning necessary FB15k-237 ComplEx None 1 0 8 Llama-3.1
716 data-poisoning necessary FB15k-237 ComplEx None 1 1 8 Llama-3.1
717 data-poisoning necessary FB15k-237 TransE None 0 0 8 Llama-3.1
718 data-poisoning necessary FB15k-237 TransE None 0 1 8 Llama-3.1
719 data-poisoning necessary FB15k-237 TransE None 1 0 8 Llama-3.1
720 data-poisoning necessary FB15k-237 TransE None 1 1 8 Llama-3.1
721 data-poisoning necessary WN18RR ConvE None 0 0 8 Llama-3.1
722 data-poisoning necessary WN18RR ConvE None 0 1 8 Llama-3.1
723 data-poisoning necessary WN18RR ConvE None 1 0 8 Llama-3.1
724 data-poisoning necessary WN18RR ConvE None 1 1 8 Llama-3.1
725 data-poisoning necessary WN18RR ComplEx None 0 0 8 Llama-3.1
726 data-poisoning necessary WN18RR ComplEx None 0 1 8 Llama-3.1
727 data-poisoning necessary WN18RR ComplEx None 1 0 8 Llama-3.1
728 data-poisoning necessary WN18RR ComplEx None 1 1 8 Llama-3.1
729 data-poisoning necessary WN18RR TransE None 0 0 8 Llama-3.1
730 data-poisoning necessary WN18RR TransE None 0 1 8 Llama-3.1
731 data-poisoning necessary WN18RR TransE None 1 0 8 Llama-3.1
732 data-poisoning necessary WN18RR TransE None 1 1 8 Llama-3.1
733 data-poisoning necessary YAGO3-10 ConvE None 0 0 8 Llama-3.1
734 data-poisoning necessary YAGO3-10 ConvE None 0 1 8 Llama-3.1
735 data-poisoning necessary YAGO3-10 ConvE None 1 0 8 Llama-3.1
736 data-poisoning necessary YAGO3-10 ConvE None 1 1 8 Llama-3.1
737 data-poisoning necessary YAGO3-10 ComplEx None 0 0 8 Llama-3.1
738 data-poisoning necessary YAGO3-10 ComplEx None 0 1 8 Llama-3.1
739 data-poisoning necessary YAGO3-10 ComplEx None 1 0 8 Llama-3.1
740 data-poisoning necessary YAGO3-10 ComplEx None 1 1 8 Llama-3.1
741 data-poisoning necessary YAGO3-10 TransE None 0 0 8 Llama-3.1
742 data-poisoning necessary YAGO3-10 TransE None 0 1 8 Llama-3.1
743 data-poisoning necessary YAGO3-10 TransE None 1 0 8 Llama-3.1
744 data-poisoning necessary YAGO3-10 TransE None 1 1 8 Llama-3.1
745 data-poisoning sufficient DB50K ConvE None 0 0 8 Llama-3.1
746 data-poisoning sufficient DB50K ConvE None 0 1 8 Llama-3.1
747 data-poisoning sufficient DB50K ConvE None 1 0 8 Llama-3.1
748 data-poisoning sufficient DB50K ConvE None 1 1 8 Llama-3.1
749 data-poisoning sufficient DB50K ComplEx None 0 0 8 Llama-3.1
750 data-poisoning sufficient DB50K ComplEx None 0 1 8 Llama-3.1
751 data-poisoning sufficient DB50K ComplEx None 1 0 8 Llama-3.1
752 data-poisoning sufficient DB50K ComplEx None 1 1 8 Llama-3.1
753 data-poisoning sufficient DB50K TransE None 0 0 8 Llama-3.1
754 data-poisoning sufficient DB50K TransE None 0 1 8 Llama-3.1
755 data-poisoning sufficient DB50K TransE None 1 0 8 Llama-3.1
756 data-poisoning sufficient DB50K TransE None 1 1 8 Llama-3.1
757 data-poisoning sufficient DB100K ConvE None 0 0 8 Llama-3.1
758 data-poisoning sufficient DB100K ConvE None 0 1 8 Llama-3.1
759 data-poisoning sufficient DB100K ConvE None 1 0 8 Llama-3.1
760 data-poisoning sufficient DB100K ConvE None 1 1 8 Llama-3.1
761 data-poisoning sufficient DB100K ComplEx None 0 0 8 Llama-3.1
762 data-poisoning sufficient DB100K ComplEx None 0 1 8 Llama-3.1
763 data-poisoning sufficient DB100K ComplEx None 1 0 8 Llama-3.1
764 data-poisoning sufficient DB100K ComplEx None 1 1 8 Llama-3.1
765 data-poisoning sufficient DB100K TransE None 0 0 8 Llama-3.1
766 data-poisoning sufficient DB100K TransE None 0 1 8 Llama-3.1
767 data-poisoning sufficient DB100K TransE None 1 0 8 Llama-3.1
768 data-poisoning sufficient DB100K TransE None 1 1 8 Llama-3.1
